cliente_id,idade,uf,escolaridade,estado_civil,profissao,segmento,renda_mensal,score_credito,tempo_relacionamento_meses,qtd_produtos,agencia_id,gerente_id,canal_preferencial,produto_principal,media_qtd_pix_6m,media_valor_pix_6m,valor_total_pix_6m,qtd_transacoes_cartao_6m,valor_cartao_6m,qtd_login_app_30d,qtd_tentativas_login_falha_30d,qtd_contestacoes_12m,dias_desde_ultima_fraude,tipo_fraude,valor_fraude,qtd_protocolos_atendimento_90d,tempo_resolucao_dias,teve_estorno,percentual_estornado,reclamacao_bacen,reclamacao_consumidor_gov,vulnerabilidade_digital_score,advogado_id,prob_judicializacao_teorica,judicializou
112,42,PR,Medio,Casado,Autonomo,Varejo,3296.08,786,45,2,765,2137,App,Emprestimo,22,236.93,29317.95,39,1554.17,30,1,1,135,Engenharia social,911.43,1,19,0,0.001,0,0,19.4,0,0.0846,0
113,43,MG,Pos-graduacao,Solteiro,Servidor publico,Varejo,4311.01,549,21,1,536,3231,App,Financiamento,19,1029.38,95587.44,43,15411.43,33,2,0,94,Conta invadida,814.38,0,8,0,0.0,0,0,43.0,0,0.0873,0
114,79,BA,Medio,Solteiro,CLT,MEI,9319.34,661,45,3,686,2837,App,Conta corrente,11,918.33,55340.54,48,9002.78,23,3,0,9,Cartao clonado,670.95,2,23,1,0.829,0,0,43.3,0,0.0486,0
115,39,SC,Superior,Casado,Autonomo,Varejo,2603.26,736,67,1,772,2640,App,Conta corrente,21,84.12,9484.55,53,8481.61,38,0,0,106,Cartao clonado,1460.44,0,10,1,0.789,0,1,19.9,0,0.0354,0
116,47,RJ,Pos-graduacao,Divorciado,CLT,Private,30427.01,786,26,3,381,2941,Agencia,Conta salario,35,11352.45,2293346.77,82,30288.18,26,1,0,159,Conta invadida,485.16,2,33,1,0.676,1,0,41.2,0,0.2185,0
117,41,SP,Fundamental,Solteiro,CLT,Varejo,1747.81,670,59,2,453,2593,App,Conta corrente,24,70.49,9487.73,48,1913.33,40,2,0,65,Pix falso,2499.19,2,12,1,0.9,0,0,56.7,0,0.0579,0
118,24,SP,Medio,Casado,Empresario,Alta renda,5511.08,566,83,3,488,3093,Agencia,Conta corrente,32,766.55,118559.04,63,5276.68,19,3,0,230,Conta invadida,2639.42,0,10,0,0.123,0,0,23.9,0,0.1033,0
119,59,MG,Superior,Casado,Aposentado,Alta renda,12979.68,680,60,2,532,1019,App,Conta corrente,30,1461.4,268341.7,64,27492.3,38,1,0,42,Pix falso,812.39,0,26,1,0.757,0,0,22.7,0,0.0652,0
120,53,GO,Medio,Divorciado,Desempregado,Varejo,3046.18,768,99,2,483,500,App,Cartao credito,24,204.33,25165.54,45,3568.7,31,0,0,46,Pix falso,1558.92,2,21,1,0.859,0,0,60.8,0,0.0789,1
121,54,PR,Superior,Solteiro,Servidor publico,Varejo,4017.72,488,53,1,335,2102,App,Financiamento,25,851.34,108694.98,58,4069.98,38,2,1,19,Boleto falso,197.8,2,9,1,0.793,0,0,56.2,51,0.0623,0
122,28,MG,Superior,Solteiro,Aposentado,Varejo,7570.44,837,58,2,747,3221,Telefone,Emprestimo,20,2232.62,223939.59,51,38524.74,25,0,0,181,Cartao clonado,630.78,0,8,1,0.662,0,1,28.9,0,0.0369,0
123,63,SC,Medio,Solteiro,CLT,Varejo,3515.5,577,122,3,743,824,Internet Banking,Conta corrente,13,715.85,57245.04,48,5533.52,16,1,0,95,Engenharia social,715.12,2,22,0,0.006,0,0,61.4,0,0.1777,0
124,21,SP,Medio,Solteiro,CLT,MEI,3985.81,628,33,4,185,1784,Agencia,Conta salario,27,126.66,17058.31,67,5599.75,20,1,0,99,Engenharia social,5568.68,4,15,0,0.063,0,0,39.4,0,0.1322,0
125,51,SP,Fundamental,Casado,Autonomo,Varejo,3945.86,926,120,1,741,932,WhatsApp,Emprestimo,27,208.2,33064.18,42,776.09,20,2,4,217,Golpe do motoboy,878.0,0,4,1,0.757,0,0,51.0,281,0.0502,0
126,75,RJ,Pos-graduacao,Divorciado,Autonomo,Varejo,7368.53,722,91,2,306,891,App,Conta corrente,12,1587.13,111411.45,52,12661.97,26,2,0,431,Engenharia social,2882.81,1,13,1,0.971,0,0,68.4,0,0.0606,0
127,27,ES,Fundamental,Solteiro,Empresario,Private,30579.72,683,72,6,642,1089,WhatsApp,Conta corrente,33,4647.39,931474.26,91,32855.72,16,1,0,133,Engenharia social,699.23,0,30,0,0.039,0,0,18.8,0,0.187,0
128,34,CE,Medio,Casado,CLT,Varejo,3543.67,536,60,4,209,2203,Agencia,Emprestimo,22,114.37,15122.65,46,8931.42,21,0,0,48,Engenharia social,2128.88,2,34,0,0.018,0,0,28.2,210,0.2545,1
129,43,RS,Medio,Casado,CLT,Alta renda,18000.66,717,74,5,766,1952,App,Conta corrente,26,511.98,70552.44,78,16152.82,44,2,0,61,Engenharia social,332.37,0,9,1,0.804,0,0,27.9,0,0.0319,0
130,34,RJ,Fundamental,Solteiro,Autonomo,Varejo,5036.41,863,65,4,741,2287,WhatsApp,Emprestimo,19,404.57,44589.73,58,5524.41,22,0,0,8,Cartao clonado,1081.75,3,41,1,0.835,0,0,33.9,0,0.0766,0
131,19,PR,Medio,Viuvo,Autonomo,Varejo,7357.84,675,101,1,437,2991,Internet Banking,Emprestimo,25,804.31,112957.95,56,17119.46,25,2,0,243,Pix falso,1352.77,0,5,1,0.531,0,0,32.9,218,0.0483,0
132,43,SP,Medio,Solteiro,Servidor publico,Alta renda,10441.84,553,160,1,312,3148,App,Cartao credito,34,552.61,103487.07,72,14571.69,40,1,1,195,Engenharia social,2600.09,1,23,1,0.966,0,0,35.2,0,0.0657,0
133,26,RS,Superior,Solteiro,Servidor publico,MEI,3372.2,721,45,1,726,44,Agencia,Seguro,25,165.31,24579.96,40,2571.38,29,1,1,115,Engenharia social,2029.89,2,20,1,0.848,0,0,51.9,0,0.055,0
134,49,RJ,Superior,Viuvo,Empresario,Private,116121.95,794,40,2,220,2723,App,Conta corrente,39,9995.78,2220845.42,94,363706.36,37,2,1,109,Engenharia social,1383.57,2,9,0,0.055,0,1,42.7,0,0.2256,0
135,28,SP,Medio,Solteiro,CLT,Universitario,2067.24,813,63,2,365,128,App,Cartao credito,25,182.21,25267.34,41,1658.14,49,0,0,136,Pix falso,1167.78,0,9,1,0.643,0,0,47.4,0,0.0414,0
136,65,SP,Medio,Solteiro,Servidor publico,Private,38608.24,612,77,8,385,1412,App,Conta corrente,32,1645.87,260282.96,85,28816.65,40,4,0,21,Boleto falso,8155.98,1,45,1,0.714,0,0,44.6,0,0.2345,0
137,30,PR,Fundamental,Solteiro,Estudante,Varejo,3594.26,720,34,2,254,3020,App,Conta corrente,26,273.35,43114.02,44,4295.85,34,1,0,245,Boleto falso,14117.58,2,13,0,0.074,0,1,53.7,92,0.4672,0
138,37,RS,Medio,Solteiro,Empresario,Varejo,4494.88,670,32,2,423,1654,Caixa Eletronico,Conta corrente,15,716.07,65747.89,53,4860.4,16,1,2,0,Engenharia social,483.15,1,14,1,0.904,0,0,39.8,0,0.0334,0
139,54,SP,Medio,Casado,Aposentado,Varejo,2164.13,605,27,5,158,2788,App,Conta corrente,25,1145.97,143975.83,42,8358.44,38,3,0,150,Engenharia social,185.57,1,15,1,0.96,0,0,34.8,0,0.0311,0
140,24,BA,Medio,Casado,CLT,MEI,2573.51,546,78,1,293,2637,App,Conta salario,23,286.73,39281.72,46,5346.72,45,0,4,77,Cartao clonado,809.51,1,12,0,0.042,0,0,21.4,0,0.0694,0
141,45,BA,Medio,Casado,CLT,Aposentado,3122.57,772,43,3,745,2180,Agencia,Conta salario,21,482.19,58710.88,54,1631.61,15,1,0,165,Conta invadida,1012.94,3,11,1,0.564,0,0,31.4,0,0.0269,0
142,62,SC,Fundamental,Solteiro,Autonomo,Varejo,3423.29,937,48,1,448,410,WhatsApp,Investimentos,22,435.72,50094.38,43,5936.16,15,3,0,153,Pix falso,1553.83,2,12,1,0.747,0,0,92.3,0,0.0993,0
143,18,RS,Fundamental,Casado,Desempregado,Alta renda,6632.51,738,56,3,158,2758,App,Conta corrente,33,227.71,41749.68,81,6241.44,35,5,0,531,Cartao clonado,7020.44,3,62,1,0.748,1,0,34.5,0,0.4532,0
144,45,SP,Medio,Viuvo,CLT,Varejo,6012.16,600,32,2,667,1243,WhatsApp,Conta corrente,30,515.84,89306.76,46,6906.69,11,1,0,263,Golpe do motoboy,4364.24,1,22,1,0.748,0,0,30.6,0,0.0466,0
145,46,GO,Medio,Solteiro,Estudante,MEI,9832.33,717,159,2,578,3002,App,Conta corrente,21,7174.21,916671.83,43,15364.19,39,0,1,311,Cartao clonado,1058.41,2,17,1,0.514,0,0,25.4,0,0.0298,0
146,54,SP,Fundamental,Solteiro,CLT,Varejo,3086.5,600,90,2,294,2752,Caixa Eletronico,Cartao credito,22,589.05,68943.74,46,1672.77,17,4,3,6,Cartao clonado,712.66,0,22,1,0.41,0,0,35.5,0,0.0412,0
147,23,SP,Superior,Solteiro,Autonomo,MEI,1867.34,582,56,1,556,400,App,Conta salario,22,50.96,6720.98,45,1787.1,32,0,0,67,Conta invadida,1704.16,2,8,1,0.917,0,0,41.6,0,0.0302,0
148,22,RS,Fundamental,Divorciado,CLT,Aposentado,1140.53,531,43,1,396,451,WhatsApp,Conta salario,25,52.53,7779.2,47,2301.58,18,1,0,94,Golpe do motoboy,19144.16,8,38,1,0.601,0,0,45.7,0,0.2791,0
149,50,RJ,Fundamental,Solteiro,CLT,Varejo,6290.04,790,136,1,74,1473,Caixa Eletronico,Cartao credito,22,109.36,11601.25,38,9560.98,18,2,1,210,Engenharia social,4459.27,3,10,1,0.708,0,0,45.7,0,0.0407,0
150,46,GO,Superior,Casado,CLT,Varejo,3347.44,662,43,3,32,1781,App,Seguro,21,329.89,39270.33,52,10765.0,33,0,0,119,Conta invadida,1909.96,2,7,1,0.541,0,0,53.2,0,0.0362,0
151,46,MG,Fundamental,Solteiro,Autonomo,Varejo,3327.89,796,54,2,404,874,App,Emprestimo,16,238.16,19298.07,50,1766.89,42,2,0,131,Pix falso,1622.04,2,19,1,0.62,0,0,48.5,0,0.0604,0
152,47,SP,Fundamental,Solteiro,CLT,MEI,3667.85,636,180,1,597,991,App,Emprestimo,32,241.8,38020.12,55,12265.92,40,0,0,110,Cartao clonado,597.28,4,16,0,0.065,0,0,48.5,0,0.1212,0
153,32,DF,Fundamental,Casado,Autonomo,Varejo,3554.86,688,60,3,50,2030,App,Conta corrente,24,303.6,39690.1,48,4961.14,35,0,0,136,Golpe do motoboy,586.67,1,36,1,0.838,0,0,68.1,0,0.1112,0
154,45,MG,Pos-graduacao,Casado,CLT,MEI,3979.6,709,78,1,594,2321,Caixa Eletronico,Conta corrente,27,152.72,21893.6,51,4017.6,18,0,0,249,Engenharia social,876.17,1,27,1,0.976,0,0,50.7,283,0.1053,0
155,46,MG,Fundamental,Casado,CLT,Private,38111.55,910,23,7,799,1634,App,Seguro,44,5369.69,1380793.75,94,28948.45,35,1,1,103,Golpe do motoboy,12048.74,3,20,1,0.903,0,0,42.7,257,0.2127,1
156,31,RJ,Superior,Casado,Aposentado,Alta renda,11601.16,598,25,1,326,407,Internet Banking,Investimentos,29,1239.12,216449.0,64,7357.23,27,1,0,121,Engenharia social,1246.76,2,33,0,0.023,0,0,19.7,0,0.1801,0
157,70,PE,Superior,Casado,CLT,Varejo,1741.39,729,73,3,673,1295,App,Conta corrente,11,537.24,33539.59,49,1219.7,33,0,0,396,Engenharia social,676.42,3,27,1,0.48,0,0,35.0,0,0.0481,0
158,49,SP,Superior,Divorciado,CLT,MEI,4488.15,747,80,2,377,2919,App,Cartao credito,18,923.76,97705.56,50,4415.7,40,1,0,12,Cartao clonado,1647.49,2,33,0,0.003,1,1,29.4,0,0.4214,1
159,24,SP,Superior,Solteiro,CLT,Varejo,3829.38,643,130,1,655,2050,App,Conta corrente,18,172.89,17063.9,51,7307.81,31,8,0,23,Cartao clonado,1385.63,3,40,0,0.044,0,0,23.1,20,0.2687,1
160,52,MG,Fundamental,Solteiro,Estudante,Varejo,4905.46,607,184,5,419,1783,App,Conta salario,20,585.33,67433.11,49,6684.21,30,1,0,96,Engenharia social,1174.45,4,16,1,0.78,0,0,80.3,0,0.0742,0
161,27,GO,Superior,Casado,CLT,Universitario,1641.32,658,84,5,110,140,Internet Banking,Conta corrente,23,77.32,10152.03,47,3541.97,14,2,0,207,Conta invadida,1368.03,2,25,1,0.841,0,0,50.9,0,0.0614,0
162,54,SP,Medio,Casado,Servidor publico,Varejo,2025.02,666,188,3,150,2115,WhatsApp,Cartao credito,29,268.37,43514.01,50,1908.61,22,1,0,175,Conta invadida,1604.42,1,22,1,0.74,0,0,57.2,0,0.0627,0
163,59,SP,Medio,Casado,CLT,Aposentado,1618.81,788,49,1,596,2795,Internet Banking,Conta corrente,24,885.89,129772.16,56,982.27,14,3,0,160,Cartao clonado,203.56,0,29,1,0.918,0,0,41.3,0,0.0558,0
164,30,SC,Superior,Casado,Empresario,Varejo,1875.55,531,38,3,578,2998,Internet Banking,Conta salario,25,225.45,27860.85,55,2254.49,16,3,0,163,Golpe do motoboy,814.48,2,43,0,0.002,0,0,10.5,0,0.1535,1
165,56,BA,Fundamental,Solteiro,Autonomo,MEI,3153.03,805,54,3,259,1398,Agencia,Conta corrente,21,695.92,74720.2,48,7015.57,12,6,1,116,Engenharia social,399.21,2,30,1,0.814,0,0,60.3,0,0.0801,0
166,48,RJ,Medio,Casado,Servidor publico,Alta renda,15836.76,678,85,2,799,1440,Agencia,Conta corrente,26,648.14,84058.19,71,36203.9,17,0,0,133,Pix falso,288.87,2,18,1,0.546,0,0,29.5,0,0.0546,0
167,54,PE,Pos-graduacao,Solteiro,Estudante,Varejo,1994.8,663,58,2,189,2542,App,Conta corrente,27,123.86,20301.27,47,1497.3,36,1,1,141,Conta invadida,7191.96,7,26,0,0.01,0,0,53.8,0,0.3122,0
168,70,SP,Superior,Casado,Autonomo,Aposentado,4501.81,689,124,1,729,3073,App,Cartao credito,21,921.31,114560.18,35,2263.38,25,1,0,397,Boleto falso,2101.33,1,25,1,0.675,1,0,62.9,282,0.256,0
169,38,RJ,Medio,Casado,CLT,Varejo,2010.46,726,58,2,377,3095,WhatsApp,Cartao credito,23,316.05,43880.05,54,4364.87,21,1,0,50,Pix falso,1013.41,3,20,1,0.621,0,0,53.3,0,0.0654,0
170,31,RJ,Pos-graduacao,Casado,Aposentado,Universitario,1621.33,685,112,2,579,3152,WhatsApp,Conta corrente,28,125.7,21019.49,26,1413.32,17,1,0,288,Boleto falso,3334.28,2,18,1,0.952,0,0,6.5,0,0.0253,0
171,29,SP,Fundamental,Casado,Desempregado,Varejo,10491.14,600,51,1,731,2706,Internet Banking,Conta corrente,20,2951.11,294067.55,51,12605.14,21,6,0,145,Cartao clonado,1877.81,2,20,1,0.752,0,0,60.7,0,0.0633,0
172,30,SP,Medio,Solteiro,Aposentado,Private,51078.3,511,70,7,629,863,Internet Banking,Emprestimo,35,1680.68,354764.85,84,116750.21,21,0,0,129,Pix falso,1421.24,1,13,1,0.681,0,1,40.8,125,0.1816,1
173,41,RJ,Medio,Divorciado,Estudante,MEI,5862.26,497,44,1,737,1043,App,Conta corrente,15,251.79,18204.56,47,8139.4,34,2,0,39,Conta invadida,5508.5,1,16,1,0.743,0,0,28.4,138,0.0661,0
174,47,SP,Superior,Solteiro,Empresario,Varejo,5077.83,606,36,2,163,296,App,Cartao credito,23,276.22,31430.23,46,2937.38,36,1,0,331,Golpe do motoboy,925.27,3,9,0,0.004,1,0,21.5,0,0.1368,0
175,46,SC,Superior,Casado,CLT,Varejo,6022.57,550,65,2,80,1652,App,Emprestimo,25,256.78,34636.85,44,13386.21,39,1,0,203,Engenharia social,14278.04,4,16,1,0.789,0,0,23.2,188,0.0983,1
176,54,RS,Superior,Casado,CLT,Aposentado,3022.99,787,96,2,604,2766,App,Emprestimo,18,376.33,35693.55,47,3162.09,38,1,0,27,Golpe do motoboy,2008.99,3,25,0,0.05,0,0,22.1,57,0.1814,0
177,42,MG,Superior,Casado,CLT,Varejo,2914.65,853,68,2,573,1776,WhatsApp,Conta corrente,16,56.71,4543.34,43,2319.64,17,1,2,264,Engenharia social,835.73,1,37,1,0.791,0,0,37.2,0,0.0701,0
178,64,RJ,Pos-graduacao,Divorciado,CLT,Varejo,1306.91,717,88,1,68,2770,Agencia,Conta salario,29,35.22,6279.81,56,1316.08,14,2,0,134,Engenharia social,1476.52,2,20,1,0.923,1,0,60.6,214,0.2107,1
179,38,RJ,Medio,Casado,CLT,Varejo,1714.66,805,61,2,112,550,App,Cartao credito,35,911.32,160352.56,52,2469.79,30,0,1,6,Cartao clonado,3806.96,2,15,1,0.706,0,0,35.7,0,0.039,0
180,83,GO,Fundamental,Solteiro,CLT,Alta renda,13510.93,768,32,3,471,451,App,Conta corrente,27,500.5,71402.51,58,28094.81,38,1,0,140,Boleto falso,1008.88,3,20,1,0.869,0,0,79.2,0,0.1127,0
181,51,PR,Superior,Casado,Autonomo,Aposentado,6093.23,677,130,2,329,2651,Telefone,Cartao credito,17,1443.0,125513.11,41,15195.76,15,0,0,207,Pix falso,3632.0,1,20,1,0.504,0,0,49.5,0,0.071,0
182,29,SC,Superior,Divorciado,Empresario,Alta renda,5404.96,731,27,2,169,3498,Internet Banking,Cartao credito,30,551.85,100887.46,69,6803.61,19,2,0,215,Engenharia social,401.57,4,26,1,0.761,0,0,33.6,0,0.0623,0
183,26,SP,Pos-graduacao,Divorciado,CLT,MEI,3345.25,939,22,3,438,890,App,Investimentos,29,272.98,45456.73,45,3725.36,28,2,2,124,Golpe do motoboy,2195.18,3,10,1,0.785,0,0,10.5,0,0.0193,0
184,49,SP,Medio,Casado,Autonomo,Varejo,2290.79,713,40,3,445,3289,App,Conta corrente,29,377.3,58707.15,40,4064.69,40,3,1,82,Engenharia social,6334.55,3,15,1,0.425,0,0,24.7,0,0.0373,0
185,39,SP,Fundamental,Casado,CLT,Varejo,3431.55,722,105,4,281,1678,App,Cartao credito,23,359.55,40070.77,44,3028.27,37,0,3,38,Boleto falso,471.76,2,15,0,0.064,0,0,52.1,0,0.1236,0
186,53,MG,Fundamental,Casado,Servidor publico,Varejo,3123.74,704,32,3,367,1263,App,Conta corrente,24,278.87,38126.73,54,2662.72,36,2,0,79,Conta invadida,1449.65,2,8,1,0.901,0,0,36.2,0,0.0271,0
187,49,SC,Superior,Divorciado,Empresario,Alta renda,28370.47,594,51,2,468,1320,Internet Banking,Conta corrente,35,726.67,127973.46,75,54815.07,16,0,1,112,Conta invadida,10511.98,3,17,0,0.131,0,0,21.3,0,0.1838,0
188,41,BA,Pos-graduacao,Casado,Autonomo,Varejo,2092.75,551,47,3,379,3420,App,Conta corrente,19,259.35,25509.43,50,1401.01,44,2,0,322,Engenharia social,822.96,2,24,1,0.724,0,0,40.5,0,0.0483,0
189,29,SC,Medio,Divorciado,Estudante,Aposentado,4642.48,513,32,2,263,249,App,Financiamento,21,151.37,17734.84,54,2522.27,39,0,0,348,Boleto falso,839.79,2,25,1,0.862,0,0,35.0,0,0.0455,0
190,19,GO,Superior,Casado,Aposentado,Alta renda,8401.12,587,47,3,378,1782,App,Conta corrente,34,344.71,64768.31,74,10915.23,41,1,0,350,Pix falso,424.51,4,20,0,0.073,0,0,47.8,0,0.2152,1
191,35,SP,Medio,Casado,Autonomo,MEI,3308.67,703,58,4,715,3387,App,Conta corrente,12,103.26,7285.36,51,5537.84,38,0,1,99,Cartao clonado,600.18,3,30,0,0.019,0,0,39.5,0,0.1607,1
192,55,PE,Superior,Solteiro,Autonomo,Private,29777.28,816,33,2,55,2698,Telefone,Financiamento,36,3474.46,733623.17,81,18271.36,13,0,1,42,Pix falso,6039.22,3,40,0,0.006,1,0,33.1,0,0.6291,0
193,45,RS,Fundamental,Casado,CLT,Varejo,3648.99,384,107,3,757,3026,App,Conta corrente,20,1056.64,125145.7,47,3485.91,34,1,1,12,Conta invadida,4445.28,0,42,1,0.555,0,0,53.3,0,0.1297,0
194,23,SP,Pos-graduacao,Solteiro,Servidor publico,Varejo,4980.07,614,92,1,673,1733,Agencia,Cartao credito,32,305.96,53796.01,46,4881.89,12,1,0,184,Conta invadida,1734.84,1,14,1,0.632,0,0,19.5,0,0.0252,0
195,45,RS,Medio,Solteiro,CLT,Alta renda,6160.42,950,117,7,194,2511,App,Conta corrente,26,626.55,95704.56,67,5857.98,32,1,1,44,Engenharia social,1163.32,2,51,1,0.747,1,0,34.8,0,0.2852,1
196,48,MG,Superior,Casado,Empresario,Varejo,2543.57,685,28,2,563,218,Telefone,Conta salario,14,211.59,16955.66,50,1631.33,19,1,1,224,Conta invadida,1524.09,2,12,1,0.58,0,1,57.8,0,0.0726,0
197,29,RJ,Medio,Divorciado,CLT,Varejo,3420.83,641,53,1,496,3286,App,Investimentos,11,177.49,9851.67,52,2726.93,32,0,2,198,Cartao clonado,1381.78,0,14,0,0.095,0,0,49.7,260,0.1927,0
198,44,SP,Superior,Casado,Aposentado,Alta renda,11560.09,746,55,4,434,1970,App,Conta salario,32,1530.32,269536.73,71,17196.68,33,0,1,480,Conta invadida,2315.26,3,20,1,0.896,0,0,19.3,0,0.0446,0
199,43,MG,Superior,Casado,Empresario,Varejo,3631.54,684,44,1,753,3359,App,Cartao credito,21,362.76,46038.84,50,4293.14,38,4,0,465,Conta invadida,1752.78,1,25,1,0.645,0,1,29.9,0,0.0703,0
200,25,SP,Medio,Divorciado,CLT,Varejo,7466.43,728,24,4,382,2454,App,Cartao credito,24,174.77,24848.45,57,10028.53,41,0,0,307,Pix falso,1375.19,4,23,1,0.8,0,0,49.2,0,0.0687,0
201,47,SP,Medio,Casado,Estudante,Private,34065.09,776,18,4,176,725,App,Investimentos,31,1886.3,285381.08,77,13398.18,37,0,0,35,Pix falso,8581.25,5,25,1,0.796,0,0,34.9,0,0.1882,0
202,50,PE,Superior,Solteiro,CLT,MEI,5430.49,809,35,2,35,2490,Agencia,Conta corrente,21,909.34,106693.6,56,5125.91,24,0,0,33,Conta invadida,2664.39,4,19,1,0.699,0,0,52.1,0,0.0553,0
203,58,PR,Medio,Casado,Estudante,MEI,6589.37,502,139,3,409,1107,Agencia,Cartao credito,22,590.22,68059.19,46,1133.08,11,0,1,94,Engenharia social,559.11,2,24,1,0.755,0,0,30.8,0,0.0402,0
204,58,RJ,Superior,Divorciado,Aposentado,Varejo,2735.8,414,85,2,428,3345,App,Conta corrente,18,305.06,31756.58,47,2902.86,35,2,0,91,Pix falso,1930.81,0,2,1,0.472,0,0,19.4,0,0.0209,0
205,21,MG,Superior,Divorciado,CLT,Alta renda,23050.87,726,54,2,115,1920,WhatsApp,Conta corrente,32,7974.77,1489485.79,65,24409.47,26,2,0,90,Pix falso,2038.9,3,34,0,0.02,1,0,16.9,0,0.3981,1
206,28,PE,Fundamental,Divorciado,Servidor publico,Varejo,4650.06,658,94,1,4,1408,App,Conta corrente,27,1602.45,217669.26,58,15680.48,32,0,0,25,Pix falso,3061.04,1,4,1,0.83,1,0,25.8,0,0.0605,0
207,50,SP,Superior,Solteiro,Desempregado,Varejo,3319.37,701,68,1,50,3442,App,Conta corrente,19,463.65,50166.18,52,2852.43,31,1,1,153,Conta invadida,777.48,1,29,0,0.0,1,0,32.3,0,0.2775,0
208,50,RJ,Medio,Casado,CLT,Alta renda,15618.71,644,16,3,740,2704,App,Emprestimo,26,1860.38,233192.41,56,24626.52,31,9,0,302,Conta invadida,1205.89,0,16,0,0.01,0,1,35.0,0,0.2079,1
209,50,SC,Pos-graduacao,Casado,CLT,Varejo,2524.2,500,45,1,556,2917,Agencia,Conta corrente,22,106.18,11602.71,45,1319.44,21,0,0,283,Conta invadida,8032.32,4,56,0,0.099,0,0,35.7,0,0.4096,1
210,85,SP,Fundamental,Casado,CLT,Varejo,3428.17,681,102,1,70,1721,Caixa Eletronico,Investimentos,6,386.26,13515.39,38,1854.25,14,0,0,137,Emprestimo fraudulento,10369.43,5,28,1,0.649,0,1,74.2,0,0.3984,0
211,51,RS,Superior,Solteiro,Servidor publico,Alta renda,10161.45,654,30,1,431,237,App,Conta corrente,23,2142.51,277809.4,70,9882.09,35,1,0,10,Pix falso,3046.78,5,13,0,0.055,0,0,47.8,0,0.2627,0
212,59,RJ,Superior,Solteiro,Autonomo,Alta renda,6002.35,550,32,4,341,3361,Telefone,Investimentos,17,442.17,44672.17,73,3709.96,11,2,0,117,Conta invadida,1897.23,0,25,1,0.658,0,1,49.3,0,0.1331,0
213,56,MG,Superior,Casado,Aposentado,Varejo,5731.13,625,66,2,612,521,App,Conta corrente,21,80.81,10300.7,45,5834.22,41,2,0,84,Pix falso,1954.54,3,17,1,0.738,0,0,42.0,0,0.0516,0
214,52,BA,Medio,Solteiro,CLT,Alta renda,15517.02,586,36,4,690,3234,App,Financiamento,23,4728.79,673562.66,62,24705.86,34,6,0,41,Pix falso,711.32,2,33,0,0.003,0,0,17.1,0,0.2019,0
215,37,ES,Medio,Casado,CLT,Varejo,3752.11,530,46,3,581,2188,App,Conta salario,17,185.13,16950.29,48,1681.77,35,0,0,91,Cartao clonado,2412.86,3,26,1,0.686,0,0,25.7,0,0.0438,0
216,53,PE,Superior,Solteiro,Aposentado,Aposentado,6946.94,580,85,4,248,1784,WhatsApp,Conta corrente,20,1326.55,134629.62,48,6991.55,26,1,1,95,Pix falso,704.51,2,15,1,0.962,0,0,38.1,0,0.042,0
217,30,SP,Pos-graduacao,Solteiro,Autonomo,Alta renda,12020.44,817,93,3,745,922,App,Cartao credito,41,572.16,128141.28,73,5521.06,34,2,0,260,Conta invadida,1840.52,3,15,1,0.858,0,0,47.7,0,0.0598,0
218,38,SP,Medio,Casado,CLT,Varejo,1539.47,683,29,2,156,285,WhatsApp,Conta salario,18,84.55,8757.39,45,6181.4,23,1,0,15,Cartao clonado,761.23,2,25,1,0.484,0,0,36.0,53,0.0772,0
219,35,RJ,Medio,Casado,CLT,Alta renda,18235.63,670,40,4,503,2872,Internet Banking,Emprestimo,36,1157.62,239611.06,56,24853.61,23,1,0,184,Conta invadida,1391.46,1,16,1,0.756,0,0,34.8,0,0.0483,0
220,43,SC,Medio,Solteiro,CLT,MEI,6866.77,724,55,2,593,705,Internet Banking,Conta corrente,16,657.56,54265.38,46,6563.49,21,1,0,31,Engenharia social,1210.34,1,20,1,0.889,0,0,44.2,0,0.046,0
221,77,MG,Medio,Solteiro,CLT,Varejo,5240.8,752,53,3,528,2339,App,Conta corrente,22,381.03,44928.35,51,6361.42,25,2,0,144,Pix falso,4621.12,0,18,0,0.012,0,0,43.7,7,0.2717,0
222,18,CE,Fundamental,Divorciado,Aposentado,Varejo,2143.2,719,33,2,502,953,Telefone,Conta corrente,16,67.48,5381.6,50,3761.23,15,1,2,175,Engenharia social,444.85,3,21,1,0.664,0,0,56.1,0,0.0558,0
223,52,SP,Fundamental,Solteiro,CLT,Varejo,7445.8,682,96,3,672,674,Agencia,Cartao credito,31,88.09,15686.01,51,12445.82,17,0,0,305,Engenharia social,646.05,3,74,0,0.011,0,0,31.2,65,0.5721,0
224,18,SP,Superior,Casado,CLT,Varejo,2869.15,754,60,2,73,1846,App,Conta corrente,20,124.54,12223.86,52,3900.02,31,3,1,436,Golpe do motoboy,1845.83,0,7,1,0.892,0,0,44.9,0,0.0312,0
225,35,SP,Medio,Casado,CLT,Alta renda,4104.79,481,94,1,793,899,Agencia,Cartao credito,34,310.37,53415.96,71,4271.02,19,0,0,112,Pix falso,456.98,0,21,1,0.802,0,0,21.2,0,0.0529,0
226,58,SC,Superior,Casado,Autonomo,Alta renda,10663.3,714,48,2,205,2540,Agencia,Emprestimo,33,1027.57,187696.8,67,11974.07,22,0,1,21,Pix falso,274.1,0,22,1,0.761,0,0,33.8,0,0.0669,0
